  <entry n=""> 
  	<note type="occurencesNT"></note>
  	<form><orth></orth></form>
 	<gramGrp><pos></pos></gramGrp>
 	<sense></sense>
 	<sense n="1">1. †</sense>
 	<ref osisRef=""></ref>
 	<foreign xml:lang="grc"></foreign>
 </entry>

Order	LX	Strong	OccurencesNT	Source
2994	λευκαίνω	G3021	2	
3003	λίβανος	G3030	2	
3004	λιβανωτός	G3031	2	
3012	λικμάω	G3039	2	
3013	λιμήν	G3040	2	
3016	λίνον	G3043	2	
3019	λίτρα	G3046	2	
3021	λογεία	G3048	2	
3023	λογικός	G3050	2	
3026	λογισμός	G3053	2	
3033	λοίδορος	G3060	2	
3034	λοιμός	G3061	2	
3039	Λούκιος	G3066	2	
3040	λουτρόν	G3067	2	
3043	Λυδία	G3070	2	
3052	Λυσίας	G3079	2	
3056	λύτρον	G3083	2	
3079	μακαρίζω	G3106	2	
3128	μάτην	G3155	2	
3130	Ματθάν	G3157	2	
3131	Ματθάτ	G3158	2	
3134	Ματταθίας	G3161	2	
3153	μεθοδεία	G3180	2	
3156	μέθυσος	G3183	2	
3164	μελετάω	G3191	2	
3170	Μελχί	G3197	2	
3174	μέμφομαι	G3201	2	
3184	μερισμός	G3311	2	
3187	μεσημβρία	G3314	2	
3191	Μεσοποταμία	G3318	2	
3196	Μεσσίας	G3323	2	
3202	μετάγω	G3329	2	
3205	μεταίρω	G3332	2	
3210	μεταλλάσσω	G3337	2	
3217	μεταστρέφω	G3344	2	
3224	μετοικίζω	G3351	2	
3238	μηδαμῶς	G3365	2	
3253	μήπω	G3380	2	
3261	μήτρα	G3388	2	
3280	μίσθιος	G3407	2	
3282	μισθόομαι	G3409	2	
3286	Μιχαήλ	G3413	2	
3311	μονή	G3438	2	
3313	μόνον	G3440	2	
3315	μονόφθαλμος	G3442	2	
3319	μόρφωσις	G3446	2	
3338	Μυσία	G3465	2	
3342	μωμάομαι	G3469	2	
3360	νάρδος	G3487	2	
3362	ναυαγέω	G3489	2	
3373	νέκρωσις	G3500	2	
3379	νεύω	G3506	2	
3387	νήθω	G3514	2	
3396	νῆστις	G3523	2	
3404	Νικολαΐτης	G3531	2	
3415	νομή	G3542	2	
3418	νομίμως	G3545	2	
3422	νομοθετέομαι	G3549	2	
3446	νυστάζω	G3573	2	
3449	νωθρός	G3576	2	
3451	ξενία	G3578	2	
3458	ξύλινος	G3585	2	
3462	ὀγδοήκοντα	G3589	2	
3470	ὁδοιπορία	G3597	2	
3474	ὀδύνη	G3601	2	
3475	ὀδυρμός	G3602	2	
3477	Ὀζίας	G3604	2	
3480	ὀθόνη	G3607	2	
3486	οἰκητήριον	G3613	2	
3488	οἰκιακός	G3615	2	
3503	οἰνοπότης	G3630	2	
3521	ὁλόκληρος	G3648	2	
3532	ὄμμα	G3659	2	
3536	ὁμοιοπαθής	G3663	2	
3538	ὁμοιότης	G3665	2	
3555	Ὀνήσιμος	G3682	2	
3556	Ὀνησίφορος	G3683	2	
3557	ὀνικός	G3684	2	
3585	ὀργυιά	G3712	2	
3587	ὀρεινός	G3714	2	
3599	ὁρκίζω	G3726	2	
3603	ὁρμή	G3730	2	
3606	ὄρνις	G3733	2	
3610	ὀρφανός	G3737	2	
3615	ὁσιότης	G3742	2	
3622	ὀστράκινος	G3749	2	
3644	οὐρανόθεν	G3771	2	
3649	οὐσία	G3776	2	
3656	ὀφείλημα	G3783	2	
3660	ὀφθαλμοδουλία	G3787	2	
3663	ὀφρῦς	G3790	2	
3683	παιδευτής	G3810	2	
3697	παλιγγενεσία	G3824	2	
3711	παντελής	G3838	2	
3722	παραβιάζομαι	G3849	2	
3740	παραινέω	G3867	2	
3746	παράκειμαι	G3873	2	
3754	παραλέγομαι	G3881	2	
3757	παραλογίζομαι	G3884	2	
3767	παραπικρασμός	G3894	2	
3795	παρεισέρχομαι	G3922	2	
3812	παροικέω	G3939	2	
3813	παροικία	G3940	2	
3816	πάροινος	G3943	2	
3820	παροξύνομαι	G3947	2	
3821	παροξυσμός	G3948	2	
3822	παροργίζω	G3949	2	
3847	Πάφος	G3974	2	
3848	παχύνομαι	G3975	2	
3852	πεζῇ	G3979	2	
3857	πεῖρα	G3984	2	
3862	πέλαγος	G3989	2	
3874	πεντακόσιοι	G4001	2	
3883	Πέργαμος	G4010	2	
3888	περιαστράπτω	G4015	2	
3891	περιβόλαιον	G4018	2	
3894	περίεργος	G4021	2	
3896	περιέχω	G4023	2	
3903	περικεφαλαία	G4030	2	
3907	περιλάμπω	G4034	2	
3908	περιλείπομαι	G4035	2	
3943	πέρυσι(ν)	G4070	2	
3952	πηδάλιον	G4079	2	
3953	πηλίκος	G4080	2	
3972	Πισιδία	G4099	2	
3974	πιστικός	G4101	2	
4004	πλήκτης	G4131	2	
4030	πνοή	G4157	2	
4034	ποίημα	G4161	2	
4046	πολιτάρχης	G4173	2	
4047	πολιτεία	G4174	2	
4049	πολιτεύομαι	G4176	2	
4061	πόμα	G4188	2	
4068	Πόντος	G4195	2	
4069	Πόπλιος	G4196	2	
4070	πορεία	G4197	2	
4073	πορισμός	G4200	2	
4080	πόρρωθεν	G4207	2	
4106	πράκτωρ	G4233	2	
4110	πρασιά	G4237	2	
4115	πρεσβεία	G4242	2	
4116	πρεσβεύω	G4243	2	
4131	προαμαρτάνω	G4258	2	
4134	προβάλλω	G4261	2	
4141	πρόγνωσις	G4268	2	
4142	πρόγονος	G4269	2	
4151	προενάρχομαι	G4278	2	
4152	προεπαγγέλλομαι	G4279	2	
4155	προετοιμάζω	G4282	2	
4166	προκαταγγέλλω	G4293	2	
4180	πρόνοια	G4307	2	
4185	προπετής	G4312	2	
4186	προπορεύομαι	G4313	2	
4195	προσαναπληρόω	G4322	2	
4196	προσανατίθημι	G4323	2	
4202	προσδοκία	G4329	2	
4220	προσκολλάομαι	G4347	2	
4224	προσκυλίω	G4351	2	
4227	προσλαλέω	G4354	2	
4233	προσοχθίζω	G4360	2	
4239	προσρήγνυμι	G4366	2	
4263	προτρέχω	G4390	2	
4264	προϋπάρχω	G4391	2	
4266	προφέρω	G4393	2	
4270	προφητικός	G4397	2	
4271	προφῆτις	G4398	2	
4278	πρωΐα	G4405	2	
4280	πρωϊνός	G4407	2	
4281	πρῷρα	G4408	2	
4292	πτερύγιον	G4419	2	
4298	πτύον	G4425	2	
4304	πτῶσις	G4431	2	
4310	πυκνός	G4437	2	
4316	πυρά	G4443	2	
4318	πυρέσσω	G4445	2	
4322	πυρράζω	G4449	2	
4323	πυρρός	G4450	2	
4333	Ῥαάβ	G4460	2	
4336	ῥαβδίζω	G4463	2	
4338	ῥαβδοῦχος	G4465	2	
4343	ῥάκος	G4470	2	
4346	ῥαντισμός	G4473	2	
4347	ῥαπίζω	G4474	2	
4349	ῥαφίς	G4476	2	
4365	ῥιζόομαι	G4492	2	
4370	Ῥοβοάμ	G4497	2	
4377	Ῥοῦφος	G4504	2	
4381	ῥυπαρός	G4508	2	
4391	σαβαχθανι	G4518	2	
4392	Σαβαώθ	G4519	2	
4397	Σαδώκ	G4524	2	
4400	Σαλά	G4527	2	
4405	Σαλήμ	G4532	2	
4406	Σαλμών	G4533	2	
4412	Σαλώμη	G4539	2	
4415	Σαμαρῖτις	G4542	2	
4420	σανδάλιον	G4547	2	
4429	σάρδιον	G4556	2	
4441	σάτον	G4568	2	
4447	σέβασμα	G4574	2	
4456	σεληνιάζομαι	G4583	2	
4473	σιαγών	G4600	2	
4475	σιγή	G4602	2	
4479	Σιδώνιος	G4606	2	
4509	σκῆνος	G4636	2	
4532	σκυθρωπός	G4659	2	
4539	σμύρνα	G4666	2	
4540	Σμύρνα	G4667	2	
4552	σοφίζω	G4679	2	
4554	Σπανία	G4681	2	
4556	σπαργανόω	G4683	2	
4557	σπαταλάω	G4684	2	
4568	σπιλόω	G4695	2	
4569	σπίλος	G4696	2	
4597	στέλλομαι	G4724	2	
4599	στεναγμός	G4726	2	
4625	στρατεία	G4752	2	
4629	στρατιά	G4756	2	
4636	στρηνιάω	G4763	2	
4641	στυγνάζω	G4768	2	
4648	συγκάθημαι	G4775	2	
4649	συγκαθίζω	G4776	2	
4650	συγκακοπαθέω	G4777	2	
4659	συγκεράννυμι	G4786	2	
4674	συζεύγνυμι	G4801	2	
4679	συζωοποιέω	G4806	2	
4684	συκοφαντέω	G4811	2	
4694	συμβασιλεύω	G4821	2	
4703	συμμέτοχος	G4830	2	
4705	σύμμορφος	G4832	2	
4707	συμπαθέω	G4834	2	
4714	συμπάσχω	G4841	2	
4715	συμπέμπω	G4842	2	
4722	συμπόσιον	G4849	2	
4739	συναθλέω	G4866	2	
4740	συναθροίζω	G4867	2	
4745	συναναβαίνω	G4872	2	
4751	συναντιλαμβάνομαι	G4878	2	
4756	συναρμολογέομαι	G4883	2	
4767	σύνοιδα	G4894	2	
4770	συνεισέρχομαι	G4897	2	
4771	συνέκδημος	G4898	2	
4783	συνευωχέομαι	G4910	2	
4789	συνθάπτομαι	G4916	2	
4790	συνθλάομαι	G4917	2	
4791	συνθλίβω	G4918	2	
4801	συνοχή	G4928	2	
4808	συντόμως	G4935	2	
4825	συσπαράσσω	G4952	2	
4831	συστέλλω	G4958	2	
4834	συστρατιώτης	G4961	2	
4835	συστρέφω	G4962	2	
4836	συστροφή	G4963	2	
4837	συσχηματίζομαι	G4964	2	
4839	Συχέμ	G4966	2	
4849	σχῆμα	G4976	2	
4852	σχοινίον	G4979	2	
4853	σχολάζω	G4980	2	
4860	σωρεύω	G4987	2	
4861	Σωσθένης	G4988	2	
4873	Ταβιθά	G5000	2	
4877	ταλαιπωρία	G5004	2	
4878	ταλαίπωρος	G5005	2	
4890	τάραχος	G5017	2	
4891	Ταρσεύς	G5018	2	
4902	τάχα	G5029	2	
4904	ταχινός	G5031	2	
4918	τέκτων	G5045	2	
4920	τελειότης	G5047	2	
4923	τελείωσις	G5050	2	
4934	Τέρτυλλος	G5061	2	
4938	τεσσαρεσκαιδέκατος	G5065	2	
4970	τιμωρέω	G5097	2	
4975	τίτλος	G5102	2	
4978	τοιγαροῦν	G5105	2	
4983	τόκος	G5110	2	
5008	τραυματίζω	G5135	2	
5011	τραχύς	G5138	2	
5018	τριακόσιοι	G5145	2	
5019	τρίβολος	G5146	2	
5038	τρύβλιον	G5165	2	
5045	τρυφή	G5172	2	
5067	ὕαλος	G5194	2	
5070	ὑβριστής	G5197	2	
5084	Ὑμέναιος	G5211	2	
5088	ὕμνος	G5215	2	
5096	ὕπαρξις	G5223	2	
5100	ὑπεναντίος	G5227	2	
5119	ὑπέρογκος	G5246	2	
5120	ὑπεροχή	G5247	2	
5121	ὑπερπερισσεύω	G5248	2	
5141	ὑποζύγιον	G5268	2	
5169	ὑποτύπωσις	G5296	2	
5172	ὑπωπιάζω	G5299	2	
5174	ὕσσωπος	G5301	2	
5177	ὑστέρησις	G5304	2	
5186	ὕψωμα	G5313	2	
5187	φάγος	G5314	2	
5194	φανέρωσις	G5321	2	
5199	φάντασμα	G5326	2	
5204	φαρμακεία	G5331	2	
5211	φέγγος	G5338	2	
5213	φειδομένως	G5340	2	
5218	φήμη	G5345	2	
5226	φθόγγος	G5353	2	
5232	Φιλαδέλφεια	G5359	2	
5236	φιλανθρωπία	G5363	2	
5239	φιλάργυρος	G5366	2	
5254	φιλοξενία	G5381	2	
5267	φλογίζω	G5394	2	
5277	φοῖνιξ	G5404	2	
5285	φορτίζω	G5412	2	
5290	φραγελλόω	G5417	2	
5297	φρήν	G5424	2	
5301	φρόνησις	G5428	2	
5327	φωλεός	G5454	2	
5331	φωστήρ	G5458	2	
5335	φωτισμός	G5462	2	
5340	χαλεπός	G5467	2	
5341	χαλιναγωγέω	G5468	2	
5342	χαλινός	G5469	2	
5347	χαλκολίβανον	G5474	2	
5349	χαμαί	G5476	2	
5350	Χανάαν	G5477	2	
5360	χαριτόω	G5487	2	
5361	Χαρράν	G5488	2	
5369	χειραγωγέω	G5496	2	
5373	χειροτονέω	G5500	2	
5383	χιών	G5510	2	
5384	χλαμύς	G5511	2	
5391	χοῖνιξ	G5518	2	
5394	χολή	G5521	2	
5396	Χοραζίν	G5523	2	
5397	χορηγέω	G5524	2	
5406	χρεοφειλέτης	G5533	2	
5413	χρῆσις	G5540	2	
5431	χρυσόω	G5558	2	
5442	ψευδάδελφος	G5569	2	
5448	ψευδόμαρτυς	G5575	2	
5450	ψευδομαρτυρία	G5577	2	
5453	ψευδόχριστος	G5580	2	
5458	ψηφίζω	G5585	2	
5468	ψωμίζω	G5595	2	
5479	ὦμος	G5606	2	
5495	ὠφέλεια	G5622	2	
2532	κακουχέομαι		2	
2027	ἔριον	G2053	2	
2127	εὐσεβῶς	G2153	2	
2437	ἶρις	G2463	2	
4026	πνευματικῶς	G4153	2	
320	ἀνακεφαλαίομαι	G346	2	KJV
445	ἀντέπω	G471	2	KJV
482	ἀνώγεον	G508	2	KJV
569	ἀπόθεσις	G595	2	KJV
671	Ἄρειος Πάγος	G697	2	KJV
734	Ἀσά	G760	2	KJV
846	ἀφοράω	G872	2	KJV
1057	γέννησις	G1083	2	KJV
1151	δεκαδύο	G1177	2	KJV
1368	δόσις	G1394	2	KJV
1487	εἴ πως	G1513	2	KJV
1522	ἐκγαμίσκω	G1548	2	KJV
1592	ἐκτενής	G1618	2	KJV
1702	ἐνάρχομαι	G1728	2	KJV
1870	ἐπεῖδον	G1896	2	KJV
1925	ἐπιλέγομαι	G1951	2	KJV
1951	ἐπιῤῥίπτω	G1977	2	KJV
2159	ἐφικνέομαι	G2185	2	KJV
2178	ζέω	G2204	2	KJV
2250	ἥττον	G2276	2	KJV
2251	ἤτω	G2277	2	KJV
2441	ἴσημι	G2467	2	KJV
2555	Κανανίτης	G2581	2	KJV
2575	καταβιβάζω	G2601	2	KJV
2625	καταμόνας	G2651	2	KJV
2955	λαμά	G2982	2	KJV
3132	Ματθίας	G3159	2	KJV
3565	ὀπή	G3692	2	KJV
3590	ὀρθός	G3717	2	KJV
3745	παρακαταθήκη	G3872	2	KJV
3962	πικρός	G4089	2	KJV
4148	προείδω	G4275	2	KJV
4295	πτοέω	G4422	2	KJV
4335	ῥαββουνι	G4462	2	KJV
4558	σπάω	G4685	2	KJV
4562	σπένδω	G4689	2	KJV
4579	σπουδαιότερον	G4706	2	KJV
4889	ταραχή	G5016	2	KJV
5157	ὑποπλέω	G5284	2	KJV
5167	ὑποτίθημι	G5294	2	KJV
5171	ὑποχωρέω	G5298	2	KJV
5395	χόος	G5522	2	KJV
29	ἁγνῶς	G55	1	
64	ἀδιαφθορία	G90	1	
121	αἰσχροκερδῶς	G147	1	
4	ἀγγεῖον	G30	1	
9	ἀγενεαλόγητος	G35	1	
10	ἀγενής	G36	1	
15	ἁγιότης	G41	1	
17	ἀγκάλη	G43	1	
18	ἄγκιστρον	G44	1	
20	ἄγναφος	G46	1	
23	ἁγνισμός	G49	1	
25	ἀγνόημα	G51	1	
31	ἄγνωστος	G57	1	
36	ἀγράμματος	G62	1	
37	ἀγραυλέω	G63	1	
38	ἀγρεύω	G64	1	
46	ἀγωγή	G72	1	
48	ἀγωνία	G74	1	
51	ἀδάπανος	G77	1	
52	Ἀδδί	G78	1	
57	ἀδηλότης	G83	1	
58	ἀδήλως	G84	1	
61	ἀδιάκριτος	G87	1	
69	ἀδίκως	G95	1	
71	ἄδολος	G97	1	
72	Ἀδραμυττηνός	G98	1	
73	Ἀδρίας	G99	1	
74	ἁδρότης	G100	1	
82	Ἄζωτος	G108	1	
86	ἄθεος	G112	1	
93	ἄθλησις	G119	1	
94	ἀθυμέω	G120	1	
96	αἴγειος	G122	1	
101	αἰδώς	G127	1	
104	αἱματεκχυσία	G130	1	
105	αἱμορροέω	G131	1	
107	αἴνεσις	G133	1	
109	αἴνιγμα	G135	1	
111	Αἰνών	G137	1	
114	αἱρετίζω	G140	1	
115	αἱρετικός	G141	1	
117	αἰσθάνομαι	G143	1	
118	αἴσθησις	G144	1	
119	αἰσθητήριον	G145	1	
122	αἰσχρολογία	G148	1	
125	αἰσχρότης	G151	1	
131	αἰτίωμα	G157	1	
132	αἴτιον	G158	1	
136	αἰχμαλωτεύω	G162	1	
138	αἰχμάλωτος	G164	1	
144	ἀκαιρέομαι	G170	1	
145	ἀκαίρως	G171	1	
150	ἀκατάγνωστος	G176	1	
153	ἀκατάλυτος	G179	1	
154	ἀκατάπαυστος	G180	1	
158	Ἀκελδαμάχ	G184	1	
160	ἀκλινής	G186	1	
161	ἀκμάζω	G187	1	
162	ἀκμήν	G188	1	
167	ἀκρατής	G193	1	
168	ἄκρατος	G194	1	
169	ἀκρίβεια	G195	1	
175	ἀκροατήριον	G201	1	
179	ἀκροθίνιον	G205	1	
183	ἀκωλύτως	G209	1	
184	ἄκων	G210	1	
189	ἀλάλητος	G215	1	
193	ἀλεκτοροφωνία	G219	1	
206	ἁλιεύω	G232	1	
208	ἀλίσγημα	G234	1	
211	ἀλλαχόθεν	G237	1	
212	ἀλληγορέω	G238	1	
215	ἀλλογενής	G241	1	
218	ἀλλοτριεπίσκοπος	G244	1	
220	ἀλλόφυλος	G246	1	
221	ἄλλως	G247	1	
224	ἀλόη	G250	1	
226	ἁλυκός	G252	1	
227	ἀλυπότερος	G253	1	
229	ἀλυσιτελής	G255	1	
233	ἅλωσις	G259	1	
235	ἀμαθής	G261	1	
236	ἀμαράντινος	G262	1	
237	ἀμάραντος	G263	1	
241	ἀμάρτυρος	G267	1	
245	ἀμέθυστος	G271	1	
251	ἀμετακίνητος	G277	1	
253	ἀμετανόητος	G279	1	
256	ἀμήτωρ	G282	1	
261	ἀμοιβή	G287	1	
263	ἀμπελουργός	G289	1	
265	Ἀμπλιᾶτος	G291	1	
266	ἀμύνομαι	G292	1	
267	ἀμφίβληστρον	G293	1	
269	Ἀμφίπολις	G295	1	
270	ἄμφοδον	G296	1	
272	ἀμώμητος	G298	1	
280	ἀναβάλλομαι	G306	1	
281	ἀναβιβάζω	G307	1	
283	ἀνάβλεψις	G309	1	
284	ἀναβοάω	G310	1	
285	ἀναβολή	G311	1	
291	ἀναγκαστῶς	G317	1	
293	ἀναγνωρίζομαι	G319	1	
297	ἀνάδειξις	G323	1	
299	ἀναδίδωμι	G325	1	
302	ἀναζώννυμι	G328	1	
303	ἀναζωπυρέω	G329	1	
304	ἀναθάλλω	G330	1	
309	ἀναίδεια	G335	1	
310	ἀναίρεσις	G336	1	
314	ἀνακαινίζω	G340	1	
325	ἀνάκρισις	G351	1	
328	ἀνάλημψις	G354	1	
330	ἀναλογία	G356	1	
331	ἀναλογίζομαι	G357	1	
332	ἄναλος	G358	1	
333	ἀνάλυσις	G359	1	
335	ἀναμάρτητος	G361	1	
336	ἀναμένω	G362	1	
339	ἀνανεόω	G365	1	
340	ἀνανήφω	G366	1	
342	ἀναντίρρητος	G368	1	
343	ἀναντιρρήτως	G369	1	
344	ἀνάξιος	G370	1	
345	ἀναξίως	G371	1	
348	ἀναπείθω	G374	1	
354	ἀναπτύσσω	G380	1	
356	ἀναρίθμητος	G382	1	
358	ἀνασκευάζω	G384	1	
362	ἀνασταυρόω	G388	1	
363	ἀναστενάζω	G389	1	
366	ἀνατάσσομαι	G392	1	
374	ἀναφωνέω	G400	1	
375	ἀνάχυσις	G401	1	
377	ἀνάψυξις	G403	1	
378	ἀναψύχω	G404	1	
379	ἀνδραποδιστής	G405	1	
381	ἀνδρίζομαι	G407	1	
382	Ἀνδρόνικος	G408	1	
383	ἀνδροφόνος	G409	1	
385	ἀνεκδιήγητος	G411	1	
386	ἀνεκλάλητος	G412	1	
387	ἀνέκλειπτος	G413	1	
389	ἀνελεήμων	G415	1	
390	ἀνεμίζομαι	G416	1	
392	ἀνένδεκτος	G418	1	
393	ἀνεξεραύνητος	G419	1	
394	ἀνεξίκακος	G420	1	
396	ἀνεπαίσχυντος	G422	1	
402	ἀνεύθετος	G428	1	
405	ἀνεψιός	G431	1	
406	ἄνηθον	G432	1	
408	ἀνήμερος	G434	1	
411	ἀνθομολογέομαι	G437	1	
414	ἄνθραξ	G440	1	
425	Ἅννα	G451	1	
431	ἄνοιξις	G457	1	
438	ἀνταγωνίζομαι	G464	1	
440	ἀνταναπληρόω	G466	1	
443	ἀνταπόδοσις	G469	1	
448	ἀντιβάλλω	G474	1	
449	ἀντιδιατίθεμαι	G475	1	
451	ἀντίθεσις	G477	1	
452	ἀντικαθίστημι	G478	1	
453	ἀντικαλέω	G479	1	
455	ἄντικρυς	G481	1	
458	ἀντίλημψις	G484	1	
460	ἀντιλοιδορέω	G486	1	
461	ἀντίλυτρον	G487	1	
462	ἀντιμετρέω	G488	1	
465	Ἀντιοχεύς	G491	1	
467	Ἀντιπᾶς	G493	1	
468	Ἀντιπατρίς	G494	1	
469	ἀντιπέρα	G495	1	
470	ἀντιπίπτω	G496	1	
471	ἀντιστρατεύομαι	G497	1	
476	ἄντλημα	G502	1	
477	ἀντοφθαλμέω	G503	1	
484	ἀνωτερικός	G510	1	
485	ἀνώτερος	G511	1	
493	ἀπάγχομαι	G519	1	
495	ἀπαίδευτος	G521	1	
498	ἀπαλγέω	G524	1	
505	ἀπαράβατος	G531	1	
506	ἀπαρασκεύαστος	G532	1	
509	ἀπαρτισμός	G535	1	
514	ἀπάτωρ	G540	1	
515	ἀπαύγασμα	G541	1	
524	ἀπεῖπον	G550	1	
525	ἀπείραστος	G551	1	
526	ἄπειρος	G552	1	
529	ἀπέκδυσις	G555	1	
530	ἀπελαύνω	G556	1	
531	ἀπελεγμός	G557	1	
532	ἀπελεύθερος	G558	1	
533	Ἀπελλῆς	G559	1	
534	ἀπελπίζω	G560	1	
536	ἀπέραντος	G562	1	
537	ἀπερισπάστως	G563	1	
538	ἀπερίτμητος	G564	1	
548	ἁπλῶς	G574	1	
552	ἀποβλέπω	G578	1	
553	ἀπόβλητος	G579	1	
559	ἀπόδειξις	G585	1	
564	ἀπόδημος	G590	1	
566	ἀποδιορίζω	G592	1	
571	ἀποθησαυρίζω	G597	1	
572	ἀποθλίβω	G598	1	
579	ἀποκατάστασις	G605	1	
582	ἀποκλείω	G608	1	
584	ἀπόκριμα	G610	1	
597	Ἀπολλύων	G623	1	
598	Ἀπολλωνία	G624	1	
605	ἀπομάσσομαι	G631	1	
606	ἀπονέμω	G632	1	
607	ἀπονίπτω	G633	1	
608	ἀποπίπτω	G634	1	
614	ἀπορία	G640	1	
615	ἀπορίπτω	G641	1	
616	ἀπορφανίζω	G642	1	
618	ἀποσκίασμα	G644	1	
622	ἀποστεγάζω	G648	1	
627	ἀποστοματίζω	G653	1	
629	ἀποστυγέω	G655	1	
635	ἀποτίνω	G661	1	
636	ἀποτολμάω	G662	1	
639	ἀποτρέπομαι	G665	1	
640	ἀπουσία	G666	1	
644	ἀποφορτίζομαι	G670	1	
645	ἀπόχρησις	G671	1	
648	ἀποψύχω	G674	1	
649	Ἀππίου	G675	1	
650	ἀπρόσιτος	G676	1	
652	ἀπροσωπολήμπτως	G678	1	
653	ἄπταιστος	G679	1	
656	Ἀπφία	G682	1	
659	ἀρά	G685	1	
664	Ἄραψ	G690	1	
665	ἀργέω	G691	1	
669	ἀργυροκόπος	G695	1	
672	Ἀρεοπαγίτης	G698	1	
673	ἀρεσκεία	G699	1	
676	Ἁρέτας	G702	1	
678	ἀρήν	G704	1	
685	Ἀριστόβουλος	G711	1	
691	Ἁρμαγεδών	G717	1	
692	ἁρμόζομαι	G718	1	
697	ἄροτρον	G723	1	
699	ἁρπαγμός	G725	1	
705	ἄρρητος	G731	1	
708	Ἀρτεμᾶς	G734	1	
710	ἀρτέμων	G736	1	
712	ἀρτιγέννητος	G738	1	
713	ἄρτιος	G739	1	
716	Ἀρφαξάδ	G742	1	
719	Ἀρχέλαος	G745	1	
722	ἀρχιερατικός	G748	1	
724	ἀρχιποίμην	G750	1	
727	ἀρχιτέκτων	G753	1	
728	ἀρχιτελώνης	G754	1	
738	ἀσεβέω	G764	1	
741	ἄσημος	G767	1	
745	ἀσθένημα	G771	1	
748	Ἀσιανός	G774	1	
749	Ἀσιάρχης	G775	1	
750	ἀσιτία	G776	1	
751	ἄσιτος	G777	1	
752	ἀσκέω	G778	1	
754	ἀσμένως	G780	1	
755	ἄσοφος	G781	1	
759	ἀσπίς	G785	1	
760	ἄσπονδος	G786	1	
762	ἆσσον	G788	1	
764	ἀστατέω	G790	1	
773	Ἀσύγκριτος	G799	1	
774	ἀσύμφωνος	G800	1	
776	ἀσύνθετος	G802	1	
783	ἀσχήμων	G809	1	
785	ἀσώτως	G811	1	
786	ἀτακτέω	G812	1	
787	ἄτακτος	G813	1	
797	ἄτομος	G823	1	
799	Ἀττάλεια	G825	1	
800	αὐγάζω	G826	1	
801	αὐγή	G827	1	
802	Αὐγοῦστος	G828	1	
805	αὐθεντέω	G831	1	
810	αὐλός	G836	1	
816	αὐτάρκης	G842	1	
817	αὐτοκατάκριτος	G843	1	
819	αὐτόπτης	G845	1	
823	αὐτόχειρ	G849	1	
824	αὐχμηρός	G850	1	
826	ἀφανής	G852	1	
828	ἀφανισμός	G854	1	
829	ἄφαντος	G855	1	
831	ἀφειδία	G857	1	
832	ἀφελότης	G858	1	
839	ἀφιλάγαθος	G865	1	
841	ἄφιξις	G867	1	
845	ἀφομοιόω	G871	1	
853	ἀφυπνόω	G879	1	
857	Ἀχαϊκός	G883	1	
861	ἀχλύς	G887	1	
863	ἀχρειόομαι	G889	1	
864	ἄχρηστος	G890	1	
867	ἀψευδής	G893	1	
869	ἄψυχος	G895	1	
870	Βάαλ	G896	1	
872	βαθμός	G898	1	
874	βαθύνω	G900	1	
876	βάϊον	G902	1	
878	Βαλάκ	G904	1	
887	Βαράκ	G913	1	
888	Βαραχίας	G914	1	
893	Βαριησοῦς	G919	1	
894	Βαριωνᾶ	G920	1	
898	Βαρτιμαῖος	G924	1	
901	βαρύτιμος	G927	1	
904	βασανιστής	G930	1	
907	βασίλειον	G933	1	
908	βασίλειος	G934	1	
913	βάσις	G939	1	
914	βασκαίνω	G940	1	
918	βάτραχος	G944	1	
919	βατταλογέω	G945	1	
921	βδελυκτός	G947	1	
929	Βελιάρ	G955	1	
930	βέλος	G956	1	
931	βέλτιον	G957	1	
935	Βεροιαῖος	G961	1	
943	βήρυλλος	G969	1	
946	βίαιος	G972	1	
947	βιαστής	G973	1	
951	βιβρώσκω	G977	1	
954	βιόω	G980	1	
955	βίωσις	G981	1	
957	βλαβερός	G983	1	
960	Βλάστος	G986	1	
964	βλέμμα	G990	1	
966	βλητέος	G992	1	
967	Βοανηργές	G993	1	
969	βοή	G995	1	
972	βοηθός	G998	1	
974	βολή	G1000	1	
977	Βόος	G1003	1	
978	βόρβορος	G1004	1	
981	Βοσόρ	G1007	1	
982	βοτάνη	G1008	1	
983	βότρυς	G1009	1	
992	βραβεύω	G1018	1	
994	βραδυπλοέω	G1020	1	
996	βραδύτης	G1022	1	
1003	βρόχος	G1029	1	
1006	βρύω	G1032	1	
1008	βρώσιμος	G1034	1	
1011	βυθός	G1037	1	
1014	βύσσος	G1040	1	
1015	βωμός	G1041	1	
1016	Γαββαθα	G1042	1	
1018	γάγγραινα	G1044	1	
1019	Γάδ	G1045	1	
1020	Γαδαρηνός	G1046	1	
1021	γάζα	G1047	1	
1022	Γάζα	G1048	1	
1026	Γαλάτης	G1052	1	
1035	γαμίσκω	G1061	1	
1040	Γεδεών	G1066	1	
1045	γέλως	G1071	1	
1049	γενεαλογέομαι	G1075	1	
1053	γενετή	G1079	1	
1061	γερουσία	G1087	1	
1062	γέρων	G1088	1	
1064	γεωργέω	G1090	1	
1065	γεώργιον	G1091	1	
1068	γῆρας	G1094	1	
1072	γλεῦκος	G1098	1	
1076	γναφεύς	G1102	1	
1078	γνησίως	G1104	1	
1079	γνόφος	G1105	1	
1083	γνώστης	G1109	1	
